kà	ka˨˩
kâ	ka˧˥
kā	ka˧
--kann	kã˨
kann	kã˥
kánn	kã˥˧
kànn	kã˨˩
kânn	kã˧˥
kānn	kã˧
khah	kʰaʔ˩
kha̍h	kʰaʔ˥
--kha	kʰa˨
kha	kʰa˥
khá	kʰa˥˧
khà	kʰa˨˩
khâ	kʰa˧˥
khā	kʰa˧
--khann	kʰã˨
khann	kʰã˥
khánn	kʰã˥˧
khànn	kʰã˨˩
khânn	kʰã˧˥
khānn	kʰã˧
--khiau	kʰɪaʊ˨
khiau	kʰɪaʊ˥
khiáu	kʰɪaʊ˥˧
khiàu	kʰɪaʊ˨˩
khiâu	kʰɪaʊ˧˥
khiāu	kʰɪaʊ˧
--kiau	kɪaʊ˨
kiau	kɪaʊ˥
kiáu	kɪaʊ˥˧
kiàu	kɪaʊ˨˩
kiâu	kɪaʊ˧˥
kiāu	kɪaʊ˧
kak	kak˩
ka̍k	kak˥
khak	kʰak˩
kha̍k	kʰak˥
--kam	kam˨
kam	kam˥
kám	kam˥˧
kàm	kam˨˩
kâm	kam˧˥
kām	kam˧
--kham	kʰam˨
kham	kʰam˥
khám	kʰam˥˧
khàm	kʰam˨˩
khâm	kʰam˧˥
khām	kʰam˧
kap	kap˩
ka̍p	kap˥
khap	kʰap˩
kha̍p	kʰap˥
kat	kat˩
ka̍t	kat˥
khat	kʰat˩
kha̍t	kʰat˥
--kau	kau˨
kau	kau˥
káu	kau˥˧
kàu	kau˨˩
kâu	kau˧˥
kāu	kau˧
--khau	kʰau˨
khau	kʰau˥
kháu	kʰau˥˧
khàu	kʰau˨˩
khâu	kʰau˧˥
khāu	kʰau˧
--ke	ke˨
ke	ke˥
ké	ke˥˧
kè	ke˨˩
kê	ke˧˥
kē	ke˧
--kenn	kẽ˨
kenn	kẽ˥
kénn	kẽ˥˧
kènn	kẽ˨˩
kênn	kẽ˧˥
kēnn	kẽ˧
--khe	kʰe˨
khe	kʰe˥
khé	kʰe˥˧
khè	kʰe˨˩
khê	kʰe˧˥
khē	kʰe˧
--khenn	kʰẽ˨
khenn	kʰẽ˥
khénn	kʰẽ˥˧
khènn	kʰẽ˨˩
khênn	kʰẽ˧˥
khēnn	kʰẽ˧
khioh	kʰɪəʔ˩
khio̍h	kʰɪəʔ˥
--khio	kʰɪə˨
khio	kʰɪə˥
khió	kʰɪə˥˧
khiò	kʰɪə˨˩
khiô	kʰɪə˧˥
khiō	kʰɪə˧
--kho	kʰə˨
kho	kʰə˥
khó	kʰə˥˧
khò	kʰə˨˩
khô	kʰə˧˥
khō	kʰə˧
ik	ɪk˩
i̍k	ɪk˥
kioh	kɪəʔ˩
kio̍h	kɪəʔ˥
--kio	kɪə˨
kio	kɪə˥
kió	kɪə˥˧
kiò	kɪə˨˩
kiô	kɪə˧˥
kiō	kɪə˧
--ko	kə˨
ko	kə˥
kó	kə˥˧
kò	kə˨˩
kô	kə˧˥
kō	kə˧
--khian	kʰɪɛn˨
khian	kʰɪɛn˥
khián	kʰɪɛn˥˧
khiàn	kʰɪɛn˨˩
khiân	kʰɪɛn˧˥
khiān	kʰɪɛn˧
--kian	kɪɛn˨
kian	kɪɛn˥
kián	kɪɛn˥˧
kiàn	kɪɛn˨˩
kiân	kɪɛn˧˥
kiān	kɪɛn˧
--khi	kʰi˨
khi	kʰi˥
khí	kʰi˥˧
khì	kʰi˨˩
khî	kʰi˧˥
khī	kʰi˧
--khinn	kʰĩ˨
khinn	kʰĩ˥
khínn	kʰĩ˥˧
khìnn	kʰĩ˨˩
khînn	kʰĩ˧˥
khīnn	kʰĩ˧
--ki	ki˨
ki	ki˥
kí	ki˥˧
kì	ki˨˩
kî	ki˧˥
kī	ki˧
--kinn	kĩ˨
kinn	kĩ˥
kínn	kĩ˥˧
kìnn	kĩ˨˩
kînn	kĩ˧˥
kīnn	kĩ˧
--khim	kʰim˨
khim	kʰim˥
khím	kʰim˥˧
khìm	kʰim˨˩
khîm	kʰim˧˥
khīm	kʰim˧
--kim	kim˨
kim	kim˥
kím	kim˥˧
kìm	kim˨˩
kîm	kim˧˥
kīm	kim˧
--king	kiŋ˨
king	kiŋ˥
kíng	kiŋ˥˧
kìng	kiŋ˨˩
kîng	kiŋ˧˥
kīng	kiŋ˧
--khing	kʰiŋ˨
khing	kʰiŋ˥
khíng	kʰiŋ˥˧
khìng	kʰiŋ˨˩
khîng	kʰiŋ˧˥
khīng	kʰiŋ˧
--khin	kʰin˨
khin	kʰin˥
khín	kʰin˥˧
khìn	kʰin˨˩
khîn	kʰin˧˥
khīn	kʰin˧
--kin	kin˨
kin	kin˥
kín	kin˥˧
kìn	kin˨˩
kîn	kin˧˥
kīn	kin˧
khip	kʰip˩
khi̍p	kʰip˥
kip	kip˩
ki̍p	kip˥
khit	kʰit˩
khi̍t	kʰit˥
kit	kit˩
ki̍t	kit˥
khiô	kʰiu˧˥
khiō	kʰiu˧
--khiu	kʰiu˨
khiu	kʰiu˥
khiú	kʰiu˥˧
khiù	kʰiu˨˩
--khiunn	kʰiũ˨
khiunn	kʰiũ˥
khíúnn	kʰiũ˥˧
khìùnn	kʰiũ˨˩
khîûnn	kʰiũ˧˥
khīūnn	kʰiũ˧
kiô	kiu˧˥
kiō	kiu˧
--kiu	kiu˨
kiu	kiu˥
kiú	kiu˥˧
kiù	kiu˨˩
--kiunn	kiũ˨
kiunn	kiũ˥
kíúnn	kiũ˥˧
kìùnn	kiũ˨˩
kîûnn	kiũ˧˥
kīūnn	kiũ˧
jik	ʑɪk˩
ji̍k	ʑɪk˥
--khir	kʰɨ˨
khir	kʰɨ˥
khír	kʰɨ˥˧
khìr	kʰɨ˨˩
khîr	kʰɨ˧˥
khīr	kʰɨ˧
--kir	kɨ˨
kir	kɨ˥
kír	kɨ˥˧
kìr	kɨ˨˩
kîr	kɨ˧˥
kīr	kɨ˧
kik	kɪk˩
ki̍k	kɪk˥
khik	kʰɪk˩
khi̍k	kʰɪk˥
--khng	kʰŋ̍˨
khng	kʰŋ̍˥
khng	kʰŋ̍˥˧
khng	kʰŋ̍˨˩
khng	kʰŋ̍˧˥
khng	kʰŋ̍˧
--kng	kŋ̍˨
kng	kŋ̍˥
kng	kŋ̍˥˧
kng	kŋ̍˨˩
kng	kŋ̍˧˥
kng	kŋ̍˧
--kho	kʰo˨
kho	kʰo˥
khó	kʰo˥˧
khò	kʰo˨˩
khô	kʰo˧˥
khō	kʰo˧
--khoo	kʰɔ˨
khoo	kʰɔ˥
khóo	kʰɔ˥˧
khòo	kʰɔ˨˩
khôo	kʰɔ˧˥
khōo	kʰɔ˧
--khonn	kʰɔ̃˨
khonn	kʰɔ̃˥
khónn	kʰɔ̃˥˧
khònn	kʰɔ̃˨˩
khônn	kʰɔ̃˧˥
khōnn	kʰɔ̃˧
khiok	kʰɪɔk˩
khio̍k	kʰɪɔk˥
khok	kʰɔk˩
kho̍k	kʰɔk˥
kiok	kɪɔk˩
kio̍k	kɪɔk˥
kok	kɔk˩
ko̍k	kɔk˥
--ko	ko˨
ko	ko˥
kó	ko˥˧
kò	ko˨˩
kô	ko˧˥
kō	ko˧
--koo	kɔ˨
koo	kɔ˥
kóo	kɔ˥˧
kòo	kɔ˨˩
kôo	kɔ˧˥
kōo	kɔ˧
--konn	kɔ̃˨
konn	kɔ̃˥
kónn	kɔ̃˥˧
kònn	kɔ̃˨˩
kônn	kɔ̃˧˥
kōnn	kɔ̃˧
--khiong	kʰɪɔŋ˨
khiong	kʰɪɔŋ˥
khióng	kʰɪɔŋ˥˧
khiòng	kʰɪɔŋ˨˩
khiông	kʰɪɔŋ˧˥
khiōng	kʰɪɔŋ˧
--khong	kʰɔŋ˨
khong	kʰɔŋ˥
khóng	kʰɔŋ˥˧
khòng	kʰɔŋ˨˩
không	kʰɔŋ˧˥
khōng	kʰɔŋ˧
--kiong	kɪɔŋ˨
kiong	kɪɔŋ˥
kióng	kɪɔŋ˥˧
kiòng	kɪɔŋ˨˩
kiông	kɪɔŋ˧˥
kiōng	kɪɔŋ˧
--kong	kɔŋ˨
kong	kɔŋ˥
kóng	kɔŋ˥˧
kòng	kɔŋ˨˩
kông	kɔŋ˧˥
kōng	kɔŋ˧
sik	ɕɪk˩
si̍k	ɕɪk˥
--khuai	kʰuai˨
khuai	kʰuai˥
khuái	kʰuai˥˧
khuài	kʰuai˨˩
khuâi	kʰuai˧˥
khuāi	kʰuai˧
--kuai	kuai˨
kuai	kuai˥
kuái	kuai˥˧
kuài	kuai˨˩
kuâi	kuai˧˥
kuāi	kuai˧
--khua	kʰua˨
khua	kʰua˥
khuá	kʰua˥˧
khuà	kʰua˨˩
khuâ	kʰua˧˥
khuā	kʰua˧
--kua	kua˨
kua	kua˥
kuá	kua˥˧
kuà	kua˨˩
kuâ	kua˧˥
kuā	kua˧
--khuan	kʰuan˨
khuan	kʰuan˥
khuán	kʰuan˥˧
khuàn	kʰuan˨˩
khuân	kʰuan˧˥
khuān	kʰuan˧
--kuan	kuan˨
kuan	kuan˥
kuán	kuan˥˧
kuàn	kuan˨˩
kuân	kuan˧˥
kuān	kuan˧
--khue	kʰue˨
khue	kʰue˥
khué	kʰue˥˧
khuè	kʰue˨˩
khuê	kʰue˧˥
khuē	kʰue˧
--kue	kue˨
kue	kue˥
kué	kue˥˧
kuè	kue˨˩
kuê	kue˧˥
kuē	kue˧
--khu	kʰu˨
khu	kʰu˥
khú	kʰu˥˧
khù	kʰu˨˩
khû	kʰu˧˥
khū	kʰu˧
--ku	ku˨
ku	ku˥
kú	ku˥˧
kù	ku˨˩
kû	ku˧˥
kū	ku˧
--lai	lai˨
lai	lai˥
lái	lai˥˧
lài	lai˨˩
lâi	lai˧˥
lāi	lai˧
--lainn	laĩ˨
lainn	laĩ˥
láinn	laĩ˥˧
làinn	laĩ˨˩
lâinn	laĩ˧˥
lāinn	laĩ˧
lak	lak˩
la̍k	lak˥
lah	laʔ˩
la̍h	laʔ˥
--la	la˨
la	la˥
lá	la˥˧
là	la˨˩
lâ	la˧˥
lā	la˧
--lann	lã˨
lann	lã˥
lánn	lã˥˧
lànn	lã˨˩
lânn	lã˧˥
lānn	lã˧
--liau	lɪaʊ˨
liau	lɪaʊ˥
liáu	lɪaʊ˥˧
liàu	lɪaʊ˨˩
liâu	lɪaʊ˧˥
liāu	lɪaʊ˧
--lam	lam˨
lam	lam˥
lám	lam˥˧
làm	lam˨˩
lâm	lam˧˥
lām	lam˧
lap	lap˩
la̍p	lap˥
lat	lat˩
la̍t	lat˥
--lau	lau˨
lau	lau˥
láu	lau˥˧
làu	lau˨˩
lâu	lau˧˥
lāu	lau˧
--le	le˨
le	le˥
lé	le˥˧
lè	le˨˩
lê	le˧˥
lē	le˧
--lenn	lẽ˨
lenn	lẽ˥
lénn	lẽ˥˧
lènn	lẽ˨˩
lênn	lẽ˧˥
lēnn	lẽ˧
lioh	lɪəʔ˩
lio̍h	lɪəʔ˥
--lio	lɪə˨
lio	lɪə˥
lió	lɪə˥˧
liò	lɪə˨˩
liô	lɪə˧˥
liō	lɪə˧
--lo	lə˨
lo	lə˥
ló	lə˥˧
lò	lə˨˩
lô	lə˧˥
lō	lə˧
--lian	lɪɛn˨
lian	lɪɛn˥
lián	lɪɛn˥˧
liàn	lɪɛn˨˩
liân	lɪɛn˧˥
liān	lɪɛn˧
--li	li˨
li	li˥
lí	li˥˧
lì	li˨˩
lî	li˧˥
lī	li˧
--linn	lĩ˨
linn	lĩ˥
línn	lĩ˥˧
lìnn	lĩ˨˩
lînn	lĩ˧˥
līnn	lĩ˧
--lim	lim˨
lim	lim˥
lím	lim˥˧
lìm	lim˨˩
lîm	lim˧˥
līm	lim˧
--ling	liŋ˨
ling	liŋ˥
líng	liŋ˥˧
lìng	liŋ˨˩
lîng	liŋ˧˥
līng	liŋ˧
--lin	lin˨
lin	lin˥
lín	lin˥˧
lìn	lin˨˩
lîn	lin˧˥
līn	lin˧
lip	lip˩
li̍p	lip˥
liô	liu˧˥
liō	liu˧
--liu	liu˨
liu	liu˥
liú	liu˥˧
liù	liu˨˩
--liunn	liũ˨
liunn	liũ˥
líúnn	liũ˥˧
lìùnn	liũ˨˩
lîûnn	liũ˧˥
līūnn	liũ˧
lik	lɪk˩
li̍k	lɪk˥
--lir	lɨ˨
lir	lɨ˥
lír	lɨ˥˧
lìr	lɨ˨˩
lîr	lɨ˧˥
līr	lɨ˧
--lng	lŋ̍˨
lng	lŋ̍˥
lng	lŋ̍˥˧
lng	lŋ̍˨˩
lng	lŋ̍˧˥
lng	lŋ̍˧
liok	lɪɔk˩
lio̍k	lɪɔk˥
lok	lɔk˩
lo̍k	lɔk˥
--lo	lo˨
lo	lo˥
ló	lo˥˧
lò	lo˨˩
lô	lo˧˥
lō	lo˧
--loo	lɔ˨
loo	lɔ˥
lóo	lɔ˥˧
lòo	lɔ˨˩
lôo	lɔ˧˥
lōo	lɔ˧
--lonn	lɔ̃˨
lonn	lɔ̃˥
lónn	lɔ̃˥˧
lònn	lɔ̃˨˩
lônn	lɔ̃˧˥
lōnn	lɔ̃˧
--liong	lɪɔŋ˨
liong	lɪɔŋ˥
lióng	lɪɔŋ˥˧
liòng	lɪɔŋ˨˩
liông	lɪɔŋ˧˥
liōng	lɪɔŋ˧
--long	lɔŋ˨
long	lɔŋ˥
lóng	lɔŋ˥˧
lòng	lɔŋ˨˩
lông	lɔŋ˧˥
lōng	lɔŋ˧
--luai	luai˨
luai	luai˥
luái	luai˥˧
luài	luai˨˩
luâi	luai˧˥
luāi	luai˧
--lua	lua˨
lua	lua˥
luá	lua˥˧
luà	lua˨˩
luâ	lua˧˥
luā	lua˧
--luan	luan˨
luan	luan˥
luán	luan˥˧
luàn	luan˨˩
luân	luan˧˥
luān	luan˧
--lue	lue˨
lue	lue˥
lué	lue˥˧
luè	lue˨˩
luê	lue˧˥
luē	lue˧
--lu	lu˨
lu	lu˥
lú	lu˥˧
lù	lu˨˩
lû	lu˧˥
lū	lu˧
--mai	mai˨
mai	mai˥
mái	mai˥˧
mài	mai˨˩
mâi	mai˧˥
māi	mai˧
--mainn	maĩ˨
mainn	maĩ˥
máinn	maĩ˥˧
màinn	maĩ˨˩
mâinn	maĩ˧˥
māinn	maĩ˧
mak	mak˩
ma̍k	mak˥
mah	maʔ˩
ma̍h	maʔ˥
--ma	ma˨
ma	ma˥
má	ma˥˧
mà	ma˨˩
mâ	ma˧˥
mā	ma˧
--mann	mã˨
mann	mã˥
mánn	mã˥˧
mànn	mã˨˩
mânn	mã˧˥
mānn	mã˧
--mian	mɪaʊ˨
mian	mɪaʊ˥
mián	mɪaʊ˥˧
miàn	mɪaʊ˨˩
miân	mɪaʊ˧˥
miān	mɪaʊ˧
--mam	mam˨
mam	mam˥
mám	mam˥˧
màm	mam˨˩
mâm	mam˧˥
mām	mam˧
map	map˩
ma̍p	map˥
mat	mat˩
ma̍t	mat˥
--mau	mau˨
mau	mau˥
máu	mau˥˧
màu	mau˨˩
mâu	mau˧˥
māu	mau˧
--me	me˨
me	me˥
mé	me˥˧
mè	me˨˩
mê	me˧˥
mē	me˧
--menn	mẽ˨
menn	mẽ˥
ménn	mẽ˥˧
mènn	mẽ˨˩
mênn	mẽ˧˥
mēnn	mẽ˧
--mo	mə˨
mo	mə˥
mó	mə˥˧
mò	mə˨˩
mô	mə˧˥
mō	mə˧
--mian	mɪɛn˨
mian	mɪɛn˥
mián	mɪɛn˥˧
miàn	mɪɛn˨˩
miân	mɪɛn˧˥
miān	mɪɛn˧
--mi	mi˨
mi	mi˥
mí	mi˥˧
mì	mi˨˩
mî	mi˧˥
mī	mi˧
--minn	mĩ˨
minn	mĩ˥
mínn	mĩ˥˧
mìnn	mĩ˨˩
mînn	mĩ˧˥
mīnn	mĩ˧
--ming	miŋ˨
ming	miŋ˥
míng	miŋ˥˧
mìng	miŋ˨˩
mîng	miŋ˧˥
mīng	miŋ˧
--miunn	miũ˨
miunn	miũ˥
míúnn	miũ˥˧
mìùnn	miũ˨˩
mîûnn	miũ˧˥
mīūnn	miũ˧
mik	mɪk˩
mi̍k	mɪk˥
--mir	mɨ˨
mir	mɨ˥
mír	mɨ˥˧
mìr	mɨ˨˩
mîr	mɨ˧˥
mīr	mɨ˧
--m	m̩˨
m	m̩˥
ḿ	m̩˥˧
m	m̩˨˩
m	m̩˧˥
m	m̩˧
--mng	mŋ̍˨
mng	mŋ̍˥
mng	mŋ̍˥˧
mng	mŋ̍˨˩
mng	mŋ̍˧˥
mng	mŋ̍˧
mok	mɔk˩
mo̍k	mɔk˥
--mo	mo˨
mo	mo˥
mó	mo˥˧
mò	mo˨˩
mô	mo˧˥
mō	mo˧
--moo	mɔ˨
moo	mɔ˥
móo	mɔ˥˧
mòo	mɔ˨˩
môo	mɔ˧˥
mōo	mɔ˧
--monn	mɔ̃˨
monn	mɔ̃˥
mónn	mɔ̃˥˧
mònn	mɔ̃˨˩
mônn	mɔ̃˧˥
mōnn	mɔ̃˧
--mong	mɔŋ˨
mong	mɔŋ˥
móng	mɔŋ˥˧
mòng	mɔŋ˨˩
mông	mɔŋ˧˥
mōng	mɔŋ˧
--muai	muai˨
muai	muai˥
muái	muai˥˧
muài	muai˨˩
muâi	muai˧˥
muāi	muai˧
--mua	mua˨
mua	mua˥
muá	mua˥˧
muà	mua˨˩
muâ	mua˧˥
muā	mua˧
--muan	muan˨
muan	muan˥
muán	muan˥˧
muàn	muan˨˩
muân	muan˧˥
muān	muan˧
--mue	mue˨
mue	mue˥
mué	mue˥˧
muè	mue˨˩
muê	mue˧˥
muē	mue˧
--mu	mu˨
mu	mu˥
mú	mu˥˧
mù	mu˨˩
mû	mu˧˥
mū	mu˧
--nai	nai˨
nai	nai˥
nái	nai˥˧
nài	nai˨˩
nâi	nai˧˥
nāi	nai˧
--nainn	naĩ˨
nainn	naĩ˥
náinn	naĩ˥˧
nàinn	naĩ˨˩
nâinn	naĩ˧˥
nāinn	naĩ˧
nak	nak˩
na̍k	nak˥
--nam	nam˨
nam	nam˥
nám	nam˥˧
nàm	nam˨˩
nâm	nam˧˥
nām	nam˧
nah	naʔ˩
na̍h	naʔ˥
--na	na˨
na	na˥
ná	na˥˧
nà	na˨˩
nâ	na˧˥
nā	na˧
--nann	nã˨
nann	nã˥
nánn	nã˥˧
nànn	nã˨˩
nânn	nã˧˥
nānn	nã˧
--nian	nɪaʊ˨
nian	nɪaʊ˥
nián	nɪaʊ˥˧
niàn	nɪaʊ˨˩
niân	nɪaʊ˧˥
niān	nɪaʊ˧
nap	nap˩
na̍p	nap˥
nat	nat˩
na̍t	nat˥
--nau	nau˨
nau	nau˥
náu	nau˥˧
nàu	nau˨˩
nâu	nau˧˥
nāu	nau˧
--ne	ne˨
ne	ne˥
né	ne˥˧
nè	ne˨˩
nê	ne˧˥
nē	ne˧
--nenn	nẽ˨
nenn	nẽ˥
nénn	nẽ˥˧
nènn	nẽ˨˩
nênn	nẽ˧˥
nēnn	nẽ˧
--nian	nɪɛn˨
nian	nɪɛn˥
nián	nɪɛn˥˧
niàn	nɪɛn˨˩
niân	nɪɛn˧˥
niān	nɪɛn˧
--no	nə˨
no	nə˥
nó	nə˥˧
nò	nə˨˩
nô	nə˧˥
nō	nə˧
--ng	ŋ̍˨
ng	ŋ̍˥
ng	ŋ̍˥˧
ng	ŋ̍˨˩
ng	ŋ̍˧˥
ng	ŋ̍˧
--ning	niŋ˨
ning	niŋ˥
níng	niŋ˥˧
nìng	niŋ˨˩
nîng	niŋ˧˥
nīng	niŋ˧
--ni	ni˨
ni	ni˥
ní	ni˥˧
nì	ni˨˩
nî	ni˧˥
nī	ni˧
--ninn	nĩ˨
ninn	nĩ˥
nínn	nĩ˥˧
nìnn	nĩ˨˩
nînn	nĩ˧˥
nīnn	nĩ˧
--niunn	niũ˨
niunn	niũ˥
níúnn	niũ˥˧
nìùnn	niũ˨˩
nîûnn	niũ˧˥
nīūnn	niũ˧
nik	nɪk˩
ni̍k	nɪk˥
--nng	nŋ̍˨
nng	nŋ̍˥
nng	nŋ̍˥˧
nng	nŋ̍˨˩
nng	nŋ̍˧˥
nng	nŋ̍˧
--nir	nɨ˨
nir	nɨ˥
nír	nɨ˥˧
nìr	nɨ˨˩
nîr	nɨ˧˥
nīr	nɨ˧
nok	nɔk˩
no̍k	nɔk˥
--nong	nɔŋ˨
nong	nɔŋ˥
nóng	nɔŋ˥˧
nòng	nɔŋ˨˩
nông	nɔŋ˧˥
nōng	nɔŋ˧
--no	no˨
no	no˥
nó	no˥˧
nò	no˨˩
nô	no˧˥
nō	no˧
--noo	nɔ˨
noo	nɔ˥
nóo	nɔ˥˧
nòo	nɔ˨˩
nôo	nɔ˧˥
nōo	nɔ˧
--nonn	nɔ̃˨
nonn	nɔ̃˥
nónn	nɔ̃˥˧
nònn	nɔ̃˨˩
nônn	nɔ̃˧˥
nōnn	nɔ̃˧
--nuai	nuai˨
nuai	nuai˥
nuái	nuai˥˧
nuài	nuai˨˩
nuâi	nuai˧˥
nuāi	nuai˧
--nuan	nuan˨
nuan	nuan˥
nuán	nuan˥˧
nuàn	nuan˨˩
nuân	nuan˧˥
nuān	nuan˧
--nua	nua˨
nua	nua˥
nuá	nua˥˧
nuà	nua˨˩
nuâ	nua˧˥
nuā	nua˧
--nue	nue˨
nue	nue˥
nué	nue˥˧
nuè	nue˨˩
nuê	nue˧˥
nuē	nue˧
--nu	nu˨
nu	nu˥
nú	nu˥˧
nù	nu˨˩
nû	nu˧˥
nū	nu˧
iok	ɪɔk˩
io̍k	ɪɔk˥
ok	ɔk˩
o̍k	ɔk˥
--om	ɔm˨
om	ɔm˥
óm	ɔm˥˧
òm	ɔm˨˩
ôm	ɔm˧˥
ōm	ɔm˧
--iong	ɪɔŋ˨
iong	ɪɔŋ˥
ióng	ɪɔŋ˥˧
iòng	ɪɔŋ˨˩
iông	ɪɔŋ˧˥
iōng	ɪɔŋ˧
--jiong	ʑɪɔŋ˨
jiong	ʑɪɔŋ˥
jióng	ʑɪɔŋ˥˧
jiòng	ʑɪɔŋ˨˩
jiông	ʑɪɔŋ˧˥
jiōng	ʑɪɔŋ˧
--ong	ɔŋ˨
ong	ɔŋ˥
óng	ɔŋ˥˧
òng	ɔŋ˨˩
ông	ɔŋ˧˥
ōng	ɔŋ˧
--siong	ɕɪɔŋ˨
siong	ɕɪɔŋ˥
sióng	ɕɪɔŋ˥˧
siòng	ɕɪɔŋ˨˩
siông	ɕɪɔŋ˧˥
siông	ɕɪɔŋ˧˥
siōng	ɕɪɔŋ˧
--o	o˨
o	o˥
ó	o˥˧
ò	o˨˩
ô	o˧˥
ō	o˧
--oo	ɔ˨
oo	ɔ˥
óo	ɔ˥˧
òo	ɔ˨˩
ôo	ɔ˧˥
ōo	ɔ˧
--onn	ɔ̃˨
onn	ɔ̃˥
ónn	ɔ̃˥˧
ònn	ɔ̃˨˩
ônn	ɔ̃˧˥
ōnn	ɔ̃˧
--pai	pai˨
pai	pai˥
pái	pai˥˧
pài	pai˨˩
pâi	pai˧˥
pāi	pai˧
--painn	paĩ˨
painn	paĩ˥
páinn	paĩ˥˧
pàinn	paĩ˨˩
pâinn	paĩ˧˥
pāinn	paĩ˧
--phai	pʰai˨
phai	pʰai˥
phái	pʰai˥˧
phài	pʰai˨˩
phâi	pʰai˧˥
phāi	pʰai˧
--phainn	pʰaĩ˨
phainn	pʰaĩ˥
pháinn	pʰaĩ˥˧
phàinn	pʰaĩ˨˩
phâinn	pʰaĩ˧˥
phāinn	pʰaĩ˧
pak	pak˩
pa̍k	pak˥
phak	pʰak˩
pha̍k	pʰak˥
--pam	pam˨
pam	pam˥
pám	pam˥˧
pàm	pam˨˩
pâm	pam˧˥
pām	pam˧
--pham	pʰam˨
pham	pʰam˥
phám	pʰam˥˧
phàm	pʰam˨˩
phâm	pʰam˧˥
phām	pʰam˧
pah	paʔ˩
pa̍h	paʔ˥
--pa	pa˨
pa	pa˥
pá	pa˥˧
pà	pa˨˩
pâ	pa˧˥
pā	pa˧
--pann	pã˨
pann	pã˥
pánn	pã˥˧
pànn	pã˨˩
pânn	pã˧˥
pānn	pã˧
phah	pʰaʔ˩
pha̍h	pʰaʔ˥
--pha	pʰa˨
pha	pʰa˥
phá	pʰa˥˧
phà	pʰa˨˩
phâ	pʰa˧˥
phā	pʰa˧
--phann	pʰã˨
phann	pʰã˥
phánn	pʰã˥˧
phànn	pʰã˨˩
phânn	pʰã˧˥
phānn	pʰã˧
--phiau	pʰɪaʊ˨
phiau	pʰɪaʊ˥
phiáu	pʰɪaʊ˥˧
phiàu	pʰɪaʊ˨˩
phiâu	pʰɪaʊ˧˥
phiāu	pʰɪaʊ˧
--piau	pɪaʊ˨
piau	pɪaʊ˥
piáu	pɪaʊ˥˧
piàu	pɪaʊ˨˩
piâu	pɪaʊ˧˥
piāu	pɪaʊ˧
pap	pap˩
pa̍p	pap˥
phap	pʰap˩
pha̍p	pʰap˥
pat	pat˩
pa̍t	pat˥
phat	pʰat˩
pha̍t	pʰat˥
--pau	pau˨
pau	pau˥
páu	pau˥˧
pàu	pau˨˩
pâu	pau˧˥
pāu	pau˧
--phau	pʰau˨
phau	pʰau˥
pháu	pʰau˥˧
phàu	pʰau˨˩
phâu	pʰau˧˥
phāu	pʰau˧
--phian	pʰɪɛn˨
phian	pʰɪɛn˥
phián	pʰɪɛn˥˧
phiàn	pʰɪɛn˨˩
phiân	pʰɪɛn˧˥
phiān	pʰɪɛn˧
--pian	pɪɛn˨
pian	pɪɛn˥
pián	pɪɛn˥˧
piàn	pɪɛn˨˩
piân	pɪɛn˧˥
piān	pɪɛn˧
--pe	pe˨
pe	pe˥
pé	pe˥˧
pè	pe˨˩
pê	pe˧˥
pē	pe˧
--penn	pẽ˨
penn	pẽ˥
pénn	pẽ˥˧
pènn	pẽ˨˩
pênn	pẽ˧˥
pēnn	pẽ˧
--phe	pʰe˨
phe	pʰe˥
phé	pʰe˥˧
phè	pʰe˨˩
phê	pʰe˧˥
phē	pʰe˧
--phenn	pʰẽ˨
phenn	pʰẽ˥
phénn	pʰẽ˥˧
phènn	pʰẽ˨˩
phênn	pʰẽ˧˥
phēnn	pʰẽ˧
--phio	pʰɪə˨
phio	pʰɪə˥
phió	pʰɪə˥˧
phiò	pʰɪə˨˩
phiô	pʰɪə˧˥
phiō	pʰɪə˧
--pho	pʰə˨
pho	pʰə˥
phó	pʰə˥˧
phò	pʰə˨˩
phô	pʰə˧˥
phō	pʰə˧
--pio	pɪə˨
pio	pɪə˥
pió	pɪə˥˧
piò	pɪə˨˩
piô	pɪə˧˥
piō	pɪə˧
--po	pə˨
po	pə˥
pó	pə˥˧
pò	pə˨˩
pô	pə˧˥
pō	pə˧
--phim	pʰim˨
phim	pʰim˥
phím	pʰim˥˧
phìm	pʰim˨˩
phîm	pʰim˧˥
phīm	pʰim˧
--pim	pim˨
pim	pim˥
pím	pim˥˧
pìm	pim˨˩
pîm	pim˧˥
pīm	pim˧
--ping	piŋ˨
ping	piŋ˥
píng	piŋ˥˧
pìng	piŋ˨˩
pîng	piŋ˧˥
pīng	piŋ˧
--phing	pʰiŋ˨
phing	pʰiŋ˥
phíng	pʰiŋ˥˧
phìng	pʰiŋ˨˩
phîng	pʰiŋ˧˥
phīng	pʰiŋ˧
--phin	pʰin˨
phin	pʰin˥
phín	pʰin˥˧
phìn	pʰin˨˩
phîn	pʰin˧˥
phīn	pʰin˧
--pin	pin˨
pin	pin˥
pín	pin˥˧
pìn	pin˨˩
pîn	pin˧˥
pīn	pin˧
--phi	pʰi˨
phi	pʰi˥
phí	pʰi˥˧
phì	pʰi˨˩
phî	pʰi˧˥
phī	pʰi˧
--phinn	pʰĩ˨
phinn	pʰĩ˥
phínn	pʰĩ˥˧
phìnn	pʰĩ˨˩
phînn	pʰĩ˧˥
